Gene stable ID,Gene name,Crab-eating macaque gene stable ID,Crab-eating macaque gene name,Crab-eating macaque homology type,Crab-eating macaque orthology confidence
ENSMUSG00000022339,Ebag9,ENSMFAG00000000766,EBAG9,ortholog_one2one,1.0
ENSMUSG00000035896,Rnase1,ENSMFAG00000055711,RNASE1,ortholog_one2one,1.0
ENSMUSG00000036853,Mcoln3,ENSMFAG00000033413,MCOLN3,ortholog_one2one,1.0
ENSMUSG00000034263,Ints14,ENSMFAG00000031689,INTS14,ortholog_one2one,1.0
ENSMUSG00000023176,Cpn2,ENSMFAG00000065852,CPN2,ortholog_one2one,1.0
ENSMUSG00000052316,Lrrc15,ENSMFAG00000026569,LRRC15,ortholog_one2one,1.0
ENSMUSG00000021458,Aopep,ENSMFAG00000003845,AOPEP,ortholog_one2one,1.0
ENSMUSG00000022175,Lrp10,ENSMFAG00000040578,LRP10,ortholog_one2one,1.0
ENSMUSG00000068196,Col8a1,ENSMFAG00000051740,COL8A1,ortholog_one2one,1.0
ENSMUSG00000038729,Pakap,ENSMFAG00000004557,PALM2AKAP2,ortholog_one2one,1.0
ENSMUSG00000035107,Dcbld2,ENSMFAG00000045647,DCBLD2,ortholog_one2one,1.0
ENSMUSG00000022176,Rem2,ENSMFAG00000032788,REM2,ortholog_one2one,1.0
ENSMUSG00000022557,Bop1,ENSMFAG00000031321,BOP1,ortholog_one2one,1.0
ENSMUSG00000031594,Fgl1,ENSMFAG00000000718,FGL1,ortholog_one2one,1.0
ENSMUSG00000002012,Pnck,ENSMFAG00000039202,PNCK,ortholog_one2one,1.0
ENSMUSG00000023110,Prmt5,ENSMFAG00000001324,PRMT5,ortholog_one2one,1.0
ENSMUSG00000033249,Hsf4,ENSMFAG00000032308,HSF4,ortholog_one2one,1.0
ENSMUSG00000033629,Hacd3,ENSMFAG00000032102,HACD3,ortholog_one2one,1.0
ENSMUSG00000027952,Pmvk,ENSMFAG00000032448,PMVK,ortholog_one2one,1.0
ENSMUSG00000026578,Ccdc181,ENSMFAG00000041326,CCDC181,ortholog_one2one,1.0
ENSMUSG00000022556,Hsf1,ENSMFAG00000030733,HSF1,ortholog_one2one,1.0
ENSMUSG00000032076,Cadm1,ENSMFAG00000040148,CADM1,ortholog_one2one,1.0
ENSMUSG00000052117,D630039A03Rik,ENSMFAG00000048389,C9orf152,ortholog_one2one,1.0
ENSMUSG00000026857,Ntmt1,ENSMFAG00000058034,NTMT1,ortholog_one2one,1.0
ENSMUSG00000055373,Fut9,ENSMFAG00000006659,FUT9,ortholog_one2one,1.0
ENSMUSG00000000794,Kcnn3,ENSMFAG00000040110,KCNN3,ortholog_one2one,1.0
ENSMUSG00000008658,Rbfox1,ENSMFAG00000036447,RBFOX1,ortholog_one2one,1.0
ENSMUSG00000026577,Blzf1,ENSMFAG00000042415,BLZF1,ortholog_one2one,1.0
ENSMUSG00000040520,Manea,ENSMFAG00000035666,MANEA,ortholog_one2one,1.0
ENSMUSG00000022177,Haus4,ENSMFAG00000042332,HAUS4,ortholog_one2one,1.0
ENSMUSG00000011008,Mcoln2,ENSMFAG00000031312,MCOLN2,ortholog_one2one,1.0
ENSMUSG00000028289,Epha7,ENSMFAG00000033589,EPHA7,ortholog_one2one,1.0
ENSMUSG00000039483,Asb6,ENSMFAG00000007597,ASB6,ortholog_one2one,1.0
ENSMUSG00000022178,Ajuba,ENSMFAG00000055086,AJUBA,ortholog_one2one,1.0
ENSMUSG00000022108,Itm2b,ENSMFAG00000036817,ITM2B,ortholog_one2one,1.0
ENSMUSG00000029784,Ssmem1,ENSMFAG00000031766,SSMEM1,ortholog_one2one,1.0
ENSMUSG00000001120,Pcbp3,ENSMFAG00000034574,PCBP3,ortholog_one2one,1.0
ENSMUSG00000039476,Prrx2,ENSMFAG00000061112,PRRX2,ortholog_one2one,1.0
ENSMUSG00000071553,Cpa2,ENSMFAG00000042924,CPA2,ortholog_one2one,1.0
ENSMUSG00000025145,Lrrc45,ENSMFAG00000046218,LRRC45,ortholog_one2one,1.0
ENSMUSG00000022109,Med4,ENSMFAG00000036744,MED4,ortholog_one2one,1.0
ENSMUSG00000042410,Agps,ENSMFAG00000038904,AGPS,ortholog_one2one,1.0
ENSMUSG00000033405,Nudt15,ENSMFAG00000042118,NUDT15,ortholog_one2one,1.0
ENSMUSG00000022110,Sucla2,ENSMFAG00000043471,SUCLA2,ortholog_one2one,1.0
ENSMUSG00000018012,Rac3,ENSMFAG00000007057,RAC3,ortholog_one2one,1.0
ENSMUSG00000039070,Cpa4,ENSMFAG00000033972,CPA4,ortholog_one2one,1.0
ENSMUSG00000022555,Dgat1,ENSMFAG00000003899,DGAT1,ortholog_one2one,1.0
ENSMUSG00000001436,Slc19a1,ENSMFAG00000041513,SLC19A1,ortholog_one2one,1.0
ENSMUSG00000028962,Slc4a2,ENSMFAG00000002821,SLC4A2,ortholog_one2one,1.0
ENSMUSG00000036832,Lpar3,ENSMFAG00000038099,LPAR3,ortholog_one2one,1.0
ENSMUSG00000039450,Dcxr,ENSMFAG00000030901,DCXR,ortholog_one2one,1.0
ENSMUSG00000004054,Map3k11,ENSMFAG00000000415,MAP3K11,ortholog_one2one,1.0
ENSMUSG00000000441,Raf1,ENSMFAG00000038061,RAF1,ortholog_one2one,1.0
ENSMUSG00000036825,Ssx2ip,ENSMFAG00000036072,SSX2IP,ortholog_one2one,1.0
ENSMUSG00000014776,Nol3,ENSMFAG00000043853,NOL3,ortholog_one2one,1.0
ENSMUSG00000033186,Mzt1,ENSMFAG00000044898,MZT1,ortholog_one2one,1.0
ENSMUSG00000014837,Matcap1,ENSMFAG00000038714,MATCAP1,ortholog_one2one,1.0
ENSMUSG00000022070,Bora,ENSMFAG00000045514,BORA,ortholog_one2one,1.0
ENSMUSG00000032393,Dpp8,ENSMFAG00000043661,DPP8,ortholog_one2one,1.0
ENSMUSG00000024936,Kcnk7,ENSMFAG00000000661,KCNK7,ortholog_one2one,1.0
ENSMUSG00000043251,Exoc3l,ENSMFAG00000002581,EXOC3L1,ortholog_one2one,1.0
ENSMUSG00000041685,Fcho2,ENSMFAG00000030926,FCHO2,ortholog_one2one,1.0
ENSMUSG00000033166,Dis3,ENSMFAG00000027055,DIS3,ortholog_one2one,1.0
ENSMUSG00000020900,Myh10,ENSMFAG00000039316,MYH10,ortholog_one2one,1.0
ENSMUSG00000028284,Map3k7,ENSMFAG00000035469,MAP3K7,ortholog_one2one,1.0
ENSMUSG00000050737,Ptges,ENSMFAG00000038160,PTGES,ortholog_one2one,1.0
ENSMUSG00000014791,Elmo3,ENSMFAG00000038390,ELMO3,ortholog_one2one,1.0
ENSMUSG00000026848,Tor1b,ENSMFAG00000046247,TOR1B,ortholog_one2one,1.0
ENSMUSG00000044229,Nxpe4,ENSMFAG00000026064,NXPE4,ortholog_one2one,1.0
ENSMUSG00000002015,Bcap31,ENSMFAG00000039860,BCAP31,ortholog_one2one,1.0
ENSMUSG00000028189,Ctbs,ENSMFAG00000043668,CTBS,ortholog_one2one,1.0
ENSMUSG00000022704,Qtrt2,ENSMFAG00000039762,QTRT2,ortholog_one2one,1.0
ENSMUSG00000029788,Cpa5,ENSMFAG00000045025,CPA5,ortholog_one2one,1.0
ENSMUSG00000032028,Nxpe2,ENSMFAG00000038999,NXPE2,ortholog_one2one,1.0
ENSMUSG00000075270,Pde11a,ENSMFAG00000042268,PDE11A,ortholog_one2one,1.0
ENSMUSG00000028188,Spata1,ENSMFAG00000038889,SPATA1,ortholog_one2one,1.0
ENSMUSG00000032570,Atp2c1,ENSMFAG00000039173,ATP2C1,ortholog_one2one,1.0
ENSMUSG00000022701,Ccdc191,ENSMFAG00000034408,CCDC191,ortholog_one2one,1.0
ENSMUSG00000014856,Tmem208,ENSMFAG00000042618,TMEM208,ortholog_one2one,1.0
ENSMUSG00000026849,Tor1a,ENSMFAG00000038660,TOR1A,ortholog_one2one,1.0
ENSMUSG00000016494,Cd34,ENSMFAG00000006003,CD34,ortholog_one2one,1.0
ENSMUSG00000024334,H2-Oa,ENSMFAG00000058905,HLA-DOA,ortholog_one2one,1.0
ENSMUSG00000027951,Adar,ENSMFAG00000003217,ADAR,ortholog_one2one,1.0
ENSMUSG00000059900,Tmem40,ENSMFAG00000039365,TMEM40,ortholog_one2one,1.0
ENSMUSG00000024335,Brd2,ENSMFAG00000037520,BRD2,ortholog_one2one,1.0
ENSMUSG00000042369,Rbm45,ENSMFAG00000042524,RBM45,ortholog_one2one,1.0
ENSMUSG00000061080,Lsamp,ENSMFAG00000037703,LSAMP,ortholog_one2one,1.0
ENSMUSG00000046985,Tapt1,ENSMFAG00000033652,TAPT1,ortholog_one2one,1.0
ENSMUSG00000014778,Fhod1,ENSMFAG00000046038,FHOD1,ortholog_one2one,1.0
ENSMUSG00000040270,Bach2,ENSMFAG00000040061,BACH2,ortholog_one2one,1.0
ENSMUSG00000047261,Gap43,ENSMFAG00000041003,GAP43,ortholog_one2one,1.0
ENSMUSG00000070732,Rbm44,ENSMFAG00000002416,RBM44,ortholog_one2one,1.0
ENSMUSG00000002007,Srpk3,ENSMFAG00000035943,SRPK3,ortholog_one2one,1.0
ENSMUSG00000014786,Slc9a5,ENSMFAG00000030400,SLC9A5,ortholog_one2one,1.0
ENSMUSG00000058835,Abi1,ENSMFAG00000031700,ABI1,ortholog_one2one,1.0
ENSMUSG00000051056,Gja10,ENSMFAG00000035012,GJA10,ortholog_one2one,1.0
ENSMUSG00000008859,Rala,ENSMFAG00000001704,RALA,ortholog_one2one,1.0
ENSMUSG00000044626,Liph,ENSMFAG00000002524,LIPH,ortholog_one2one,1.0
ENSMUSG00000014782,Plekhg4,ENSMFAG00000014752,PLEKHG4,ortholog_one2one,1.0
ENSMUSG00000039706,Ldb2,ENSMFAG00000038875,LDB2,ortholog_one2one,1.0
ENSMUSG00000026575,Nme7,ENSMFAG00000037358,NME7,ortholog_one2one,1.0
ENSMUSG00000024939,Fam89b,ENSMFAG00000062467,FAM89B,ortholog_one2one,1.0
ENSMUSG00000009734,Pou6f2,ENSMFAG00000035869,POU6F2,ortholog_one2one,1.0
ENSMUSG00000050812,Ecpas,ENSMFAG00000042124,ECPAS,ortholog_one2one,1.0
ENSMUSG00000079478,Znrd2,ENSMFAG00000042498,ZNRD2,ortholog_one2one,1.0
ENSMUSG00000029790,Cep41,ENSMFAG00000002202,CEP41,ortholog_one2one,1.0
ENSMUSG00000024940,Ltbp3,ENSMFAG00000003349,LTBP3,ortholog_one2one,1.0
ENSMUSG00000051648,Kctd19,ENSMFAG00000019930,KCTD19,ortholog_one2one,1.0
ENSMUSG00000041112,Elmo1,ENSMFAG00000002088,ELMO1,ortholog_one2one,1.0
ENSMUSG00000063354,Slc39a4,ENSMFAG00000031715,SLC39A4,ortholog_one2one,1.0
ENSMUSG00000002014,Ssr4,ENSMFAG00000041921,SSR4,ortholog_one2one,1.0
ENSMUSG00000028959,Fastk,ENSMFAG00000041547,FASTK,ortholog_one2one,1.0
ENSMUSG00000025158,Rfng,ENSMFAG00000038569,RFNG,ortholog_one2one,1.0
ENSMUSG00000020262,Adarb1,ENSMFAG00000011312,ADARB1,ortholog_one2one,1.0
ENSMUSG00000115987,Vps28,ENSMFAG00000040271,VPS28,ortholog_one2one,1.0
ENSMUSG00000026576,Atp1b1,ENSMFAG00000039661,ATP1B1,ortholog_one2one,1.0
ENSMUSG00000054320,Lrrc36,ENSMFAG00000002905,LRRC36,ortholog_one2one,1.0
ENSMUSG00000017421,Zfp207,ENSMFAG00000001904,ZNF207,ortholog_one2one,1.0
ENSMUSG00000031391,L1cam,ENSMFAG00000030653,L1CAM,ortholog_one2one,1.0
ENSMUSG00000093930,Hmgcs1,ENSMFAG00000035333,HMGCS1,ortholog_one2one,1.0
ENSMUSG00000025969,Nrp2,ENSMFAG00000038385,NRP2,ortholog_one2one,1.0
ENSMUSG00000024941,Scyl1,ENSMFAG00000030370,SCYL1,ortholog_one2one,1.0
ENSMUSG00000069255,Dusp22,ENSMFAG00000034531,DUSP22,ortholog_one2one,1.0
ENSMUSG00000004187,Kifc2,ENSMFAG00000002476,KIFC2,ortholog_one2one,1.0
ENSMUSG00000015944,Castor2,ENSMFAG00000064546,CASTOR2,ortholog_one2one,1.0
ENSMUSG00000014846,Tppp3,ENSMFAG00000030980,TPPP3,ortholog_one2one,1.0
ENSMUSG00000028187,Rpf1,ENSMFAG00000003788,RPF1,ortholog_one2one,1.0
ENSMUSG00000021356,Irf4,ENSMFAG00000045100,IRF4,ortholog_one2one,1.0
ENSMUSG00000039199,Zdhhc1,ENSMFAG00000037894,ZDHHC1,ortholog_one2one,1.0
ENSMUSG00000048922,Cdca2,ENSMFAG00000044937,CDCA2,ortholog_one2one,1.0
ENSMUSG00000040600,Eps8l3,ENSMFAG00000041246,EPS8L3,ortholog_one2one,1.0
ENSMUSG00000033837,Foxh1,ENSMFAG00000040568,FOXH1,ortholog_one2one,1.0
ENSMUSG00000022858,Tra2b,ENSMFAG00000042624,TRA2B,ortholog_one2one,1.0
ENSMUSG00000031891,Hsd11b2,ENSMFAG00000041126,HSD11B2,ortholog_one2one,1.0
ENSMUSG00000013160,Atp6v0d1,ENSMFAG00000000689,ATP6V0D1,ortholog_one2one,1.0
ENSMUSG00000021357,Exoc2,ENSMFAG00000045215,EXOC2,ortholog_one2one,1.0
ENSMUSG00000032977,Slx9,ENSMFAG00000037615,SLX9,ortholog_one2one,1.0
ENSMUSG00000060152,Pop5,ENSMFAG00000045933,POP5,ortholog_one2one,1.0
ENSMUSG00000003573,Homer3,ENSMFAG00000031509,HOMER3,ortholog_one2one,1.0
ENSMUSG00000031389,Arhgap4,ENSMFAG00000038733,ARHGAP4,ortholog_one2one,1.0
ENSMUSG00000028185,Dnase2b,ENSMFAG00000039951,DNASE2B,ortholog_one2one,1.0
ENSMUSG00000023353,Agap3,ENSMFAG00000034582,AGAP3,ortholog_one2one,1.0
ENSMUSG00000022546,Gpt,ENSMFAG00000041987,GPT,ortholog_one2one,1.0
ENSMUSG00000052516,Robo2,ENSMFAG00000000082,ROBO2,ortholog_one2one,1.0
ENSMUSG00000048652,Samd13,ENSMFAG00000058168,SAMD13,ortholog_one2one,1.0
ENSMUSG00000041565,L3mbtl4,ENSMFAG00000041924,L3MBTL4,ortholog_one2one,1.0
ENSMUSG00000018736,Ndel1,ENSMFAG00000038556,NDEL1,ortholog_one2one,1.0
ENSMUSG00000032394,Igdcc3,ENSMFAG00000041666,IGDCC3,ortholog_one2one,1.0
ENSMUSG00000004032,Gstm5,ENSMFAG00000035350,GSTM3,ortholog_one2one,1.0
ENSMUSG00000057788,Ddx49,ENSMFAG00000044697,DDX49,ortholog_one2one,1.0
ENSMUSG00000034327,Kctd9,ENSMFAG00000000476,KCTD9,ortholog_one2one,1.0
ENSMUSG00000067724,Gbx1,ENSMFAG00000036695,GBX1,ortholog_one2one,1.0
ENSMUSG00000055681,Cope,ENSMFAG00000038870,COPE,ortholog_one2one,1.0
ENSMUSG00000062012,Zfp13,ENSMFAG00000031163,ZNF205,ortholog_one2one,1.0
ENSMUSG00000065501,Mir335,ENSMFAG00000017022,MIR335,ortholog_one2one,1.0
ENSMUSG00000030323,Ift122,ENSMFAG00000030257,IFT122,ortholog_one2one,1.0
ENSMUSG00000060938,Rpl26,ENSMFAG00000037250,RPL26,ortholog_one2one,1.0
ENSMUSG00000015806,Qdpr,ENSMFAG00000039731,QDPR,ortholog_one2one,1.0
ENSMUSG00000058006,Mdn1,ENSMFAG00000041968,MDN1,ortholog_one2one,1.0
ENSMUSG00000035919,Bbs9,ENSMFAG00000045258,BBS9,ortholog_one2one,1.0
ENSMUSG00000025156,Gps1,ENSMFAG00000035839,GPS1,ortholog_one2one,1.0
ENSMUSG00000021360,Gcnt2,ENSMFAG00000033469,GCNT2,ortholog_one2one,1.0
ENSMUSG00000015812,Gnrh1,ENSMFAG00000052417,GNRH1,ortholog_one2one,1.0
ENSMUSG00000030660,Pik3c2a,ENSMFAG00000033659,PIK3C2A,ortholog_one2one,1.0
ENSMUSG00000044447,Dock5,ENSMFAG00000001732,DOCK5,ortholog_one2one,1.0
ENSMUSG00000033728,Lrrc14,ENSMFAG00000035815,LRRC14,ortholog_one2one,1.0
ENSMUSG00000009293,Ube2g2,ENSMFAG00000057431,UBE2G2,ortholog_one2one,1.0
ENSMUSG00000038683,Pak1ip1,ENSMFAG00000049083,PAK1IP1,ortholog_one2one,1.0
ENSMUSG00000049530,Clrn2,ENSMFAG00000031177,CLRN2,ortholog_one2one,1.0
ENSMUSG00000038199,Iqca1l,ENSMFAG00000028789,IQCA1L,ortholog_one2one,1.0
ENSMUSG00000069581,Tspear,ENSMFAG00000001348,TSPEAR,ortholog_one2one,1.0
ENSMUSG00000043782,Bicdl2,ENSMFAG00000001950,BICDL2,ortholog_one2one,1.0
ENSMUSG00000116138,C030006K11Rik,ENSMFAG00000057634,C8orf82,ortholog_one2one,1.0
ENSMUSG00000021363,Mak,ENSMFAG00000041542,MAK,ortholog_one2one,1.0
ENSMUSG00000060961,Slc4a4,ENSMFAG00000000956,SLC4A4,ortholog_one2one,1.0
ENSMUSG00000038598,Shoc1,ENSMFAG00000039780,SHOC1,ortholog_one2one,1.0
ENSMUSG00000041319,Thoc6,ENSMFAG00000049692,THOC6,ortholog_one2one,1.0
ENSMUSG00000022094,Slc39a14,ENSMFAG00000003405,SLC39A14,ortholog_one2one,1.0
ENSMUSG00000051652,Lrrc3,ENSMFAG00000028969,LRRC3,ortholog_one2one,1.0
ENSMUSG00000026574,Dpt,ENSMFAG00000045128,DPT,ortholog_one2one,1.0
ENSMUSG00000052921,Arhgef15,ENSMFAG00000041846,ARHGEF15,ortholog_one2one,1.0
ENSMUSG00000028381,Ugcg,ENSMFAG00000045961,UGCG,ortholog_one2one,1.0
ENSMUSG00000024682,Cblif,ENSMFAG00000039724,CBLIF,ortholog_one2one,1.0
ENSMUSG00000024683,Mrpl16,ENSMFAG00000002379,MRPL16,ortholog_one2one,1.0
ENSMUSG00000038578,Susd1,ENSMFAG00000035744,SUSD1,ortholog_one2one,1.0
ENSMUSG00000005034,Prkacb,ENSMFAG00000044118,PRKACB,ortholog_one2one,1.0
ENSMUSG00000018740,Slc25a35,ENSMFAG00000044399,SLC25A35,ortholog_one2one,1.0
ENSMUSG00000023904,Hcfc1r1,ENSMFAG00000037663,HCFC1R1,ortholog_one2one,1.0
ENSMUSG00000032892,Rangrf,ENSMFAG00000043650,RANGRF,ortholog_one2one,1.0
ENSMUSG00000003575,Crtc1,ENSMFAG00000045375,CRTC1,ortholog_one2one,1.0
ENSMUSG00000022848,Slc49a4,ENSMFAG00000063644,SLC49A4,ortholog_one2one,1.0
ENSMUSG00000026572,Tbx19,ENSMFAG00000038069,TBX19,ortholog_one2one,1.0
ENSMUSG00000033644,Piwil2,ENSMFAG00000038537,PIWIL2,ortholog_one2one,1.0
ENSMUSG00000017428,Psmd11,ENSMFAG00000039747,PSMD11,ortholog_one2one,1.0
ENSMUSG00000067341,H2-Eb2,ENSMFAG00000000676,HLA-DRB5,ortholog_one2one,1.0
ENSMUSG00000022849,Hspbap1,ENSMFAG00000045898,HSPBAP1,ortholog_one2one,1.0
ENSMUSG00000025607,Copg2,ENSMFAG00000001121,COPG2,ortholog_one2one,1.0
ENSMUSG00000028233,Tgs1,ENSMFAG00000029838,TGS1,ortholog_one2one,1.0
ENSMUSG00000032392,Parp16,ENSMFAG00000051640,PARP16,ortholog_one2one,1.0
ENSMUSG00000040183,Ankrd6,ENSMFAG00000034278,ANKRD6,ortholog_one2one,1.0
ENSMUSG00000007888,Crlf1,ENSMFAG00000001307,CRLF1,ortholog_one2one,1.0
ENSMUSG00000021395,Spin1,ENSMFAG00000002525,SPIN1,ortholog_one2one,1.0
ENSMUSG00000003380,Rabac1,ENSMFAG00000030347,RABAC1,ortholog_one2one,1.0
ENSMUSG00000058833,Rex1bd,ENSMFAG00000044115,REX1BD,ortholog_one2one,1.0
ENSMUSG00000042254,Cilp,ENSMFAG00000039594,CILP,ortholog_one2one,1.0
ENSMUSG00000022126,Acod1,ENSMFAG00000043445,ACOD1,ortholog_one2one,1.0
ENSMUSG00000020277,Pfkl,ENSMFAG00000037062,PFKL,ortholog_one2one,1.0
ENSMUSG00000065424,Mir9-2,ENSMFAG00000015015,MIR9-2,ortholog_one2one,1.0
ENSMUSG00000022125,Cln5,ENSMFAG00000044623,CLN5,ortholog_one2one,1.0
ENSMUSG00000041773,Enc1,ENSMFAG00000030568,ENC1,ortholog_one2one,1.0
ENSMUSG00000030657,Xylt1,ENSMFAG00000042088,XYLT1,ortholog_one2one,1.0
ENSMUSG00000022906,Parp9,ENSMFAG00000030796,PARP9,ortholog_one2one,1.0
ENSMUSG00000031963,Bmper,ENSMFAG00000040626,BMPER,ortholog_one2one,1.0
ENSMUSG00000022124,Fbxl3,ENSMFAG00000044754,FBXL3,ortholog_one2one,1.0
ENSMUSG00000016624,Phf21b,ENSMFAG00000041339,PHF21B,ortholog_one2one,1.0
ENSMUSG00000000731,Aire,ENSMFAG00000001488,AIRE,ortholog_one2one,1.0
ENSMUSG00000032571,Pik3r4,ENSMFAG00000030574,PIK3R4,ortholog_one2one,1.0
ENSMUSG00000016619,Nup50,ENSMFAG00000035770,NUP50,ortholog_one2one,1.0
ENSMUSG00000030324,Rho,ENSMFAG00000004044,RHO,ortholog_one2one,1.0
ENSMUSG00000036046,5031439G07Rik,ENSMFAG00000041430,KIAA0930,ortholog_one2one,1.0
ENSMUSG00000020899,Pfas,ENSMFAG00000002499,PFAS,ortholog_one2one,1.0
ENSMUSG00000043702,Pde12,ENSMFAG00000030966,PDE12,ortholog_one2one,1.0
ENSMUSG00000031390,Avpr2,ENSMFAG00000043716,AVPR2,ortholog_one2one,1.0
ENSMUSG00000021879,Dnah12,ENSMFAG00000031056,DNAH12,ortholog_one2one,1.0
ENSMUSG00000019428,Fkbp8,ENSMFAG00000034676,FKBP8,ortholog_one2one,1.0
ENSMUSG00000039032,Tsga13,ENSMFAG00000043607,TSGA13,ortholog_one2one,1.0
ENSMUSG00000031388,Naa10,ENSMFAG00000044161,NAA10,ortholog_one2one,1.0
ENSMUSG00000003352,Cacnb3,ENSMFAG00000041712,CACNB3,ortholog_one2one,1.0
ENSMUSG00000042228,Lyn,ENSMFAG00000043272,LYN,ortholog_one2one,1.0
ENSMUSG00000021898,Asb14,ENSMFAG00000036861,ASB14,ortholog_one2one,1.0
ENSMUSG00000030732,Chrdl2,ENSMFAG00000042027,CHRDL2,ortholog_one2one,1.0
ENSMUSG00000036745,Ttll7,ENSMFAG00000042407,TTLL7,ortholog_one2one,1.0
ENSMUSG00000030123,Plxnd1,ENSMFAG00000000589,PLXND1,ortholog_one2one,1.0
ENSMUSG00000015357,Clpx,ENSMFAG00000032196,CLPX,ortholog_one2one,1.0
ENSMUSG00000074872,Ctxn2,ENSMFAG00000065829,CTXN2,ortholog_one2one,1.0
ENSMUSG00000025155,Dus1l,ENSMFAG00000001187,DUS1L,ortholog_one2one,1.0
ENSMUSG00000070002,Ell,ENSMFAG00000044774,ELL,ortholog_one2one,1.0
ENSMUSG00000003360,Ddx23,ENSMFAG00000038666,DDX23,ortholog_one2one,1.0
ENSMUSG00000042359,Osbpl6,ENSMFAG00000003510,OSBPL6,ortholog_one2one,1.0
ENSMUSG00000019139,Isyna1,ENSMFAG00000044263,ISYNA1,ortholog_one2one,1.0
ENSMUSG00000040760,Appl1,ENSMFAG00000000686,APPL1,ortholog_one2one,1.0
ENSMUSG00000054855,Rnd1,ENSMFAG00000052114,RND1,ortholog_one2one,1.0
ENSMUSG00000043659,Npsr1,ENSMFAG00000040833,NPSR1,ortholog_one2one,1.0
ENSMUSG00000030850,Ate1,ENSMFAG00000043722,ATE1,ortholog_one2one,1.0
ENSMUSG00000040843,Tiprl,ENSMFAG00000045557,TIPRL,ortholog_one2one,1.0
ENSMUSG00000070003,Ssbp4,ENSMFAG00000041433,SSBP4,ortholog_one2one,1.0
ENSMUSG00000028234,Rps20,ENSMFAG00000053482,RPS20,ortholog_one2one,1.0
ENSMUSG00000003354,Ccdc65,ENSMFAG00000000659,CCDC65,ortholog_one2one,1.0
ENSMUSG00000078365,Mos,ENSMFAG00000012716,MOS,ortholog_one2one,1.0
ENSMUSG00000003282,Plag1,ENSMFAG00000030888,PLAG1,ortholog_one2one,1.0
ENSMUSG00000040836,Gpr161,ENSMFAG00000037639,GPR161,ortholog_one2one,1.0
ENSMUSG00000041837,Pdcd7,ENSMFAG00000031997,PDCD7,ortholog_one2one,1.0
ENSMUSG00000028953,Abcf2,ENSMFAG00000034542,ABCF2,ortholog_one2one,1.0
ENSMUSG00000086228,Ubap1l,ENSMFAG00000042428,UBAP1L,ortholog_one2one,1.0
ENSMUSG00000026307,Scly,ENSMFAG00000040528,SCLY,ortholog_one2one,1.0
ENSMUSG00000028277,Ube2j1,ENSMFAG00000046333,UBE2J1,ortholog_one2one,1.0
ENSMUSG00000040717,Il17rd,ENSMFAG00000034448,IL17RD,ortholog_one2one,1.0
ENSMUSG00000027692,Tnik,ENSMFAG00000039273,TNIK,ortholog_one2one,1.0
ENSMUSG00000051853,Arf3,ENSMFAG00000036847,ARF3,ortholog_one2one,1.0
ENSMUSG00000031387,Renbp,ENSMFAG00000044051,RENBP,ortholog_one2one,1.0
ENSMUSG00000039682,Lap3,ENSMFAG00000000500,LAP3,ortholog_one2one,1.0
ENSMUSG00000041696,Rasl12,ENSMFAG00000040074,RASL12,ortholog_one2one,1.0
ENSMUSG00000022996,Wnt10b,ENSMFAG00000043880,WNT10B,ortholog_one2one,1.0
ENSMUSG00000059183,Mtfmt,ENSMFAG00000000627,MTFMT,ortholog_one2one,1.0
ENSMUSG00000025609,Mkln1,ENSMFAG00000039710,MKLN1,ortholog_one2one,1.0
ENSMUSG00000035441,Myo1d,ENSMFAG00000033021,MYO1D,ortholog_one2one,1.0
ENSMUSG00000023267,Gabrr2,ENSMFAG00000043423,GABRR2,ortholog_one2one,1.0
ENSMUSG00000038508,Gdf15,ENSMFAG00000050470,GDF15,ortholog_one2one,1.0
ENSMUSG00000002731,Prkra,ENSMFAG00000040213,PRKRA,ortholog_one2one,1.0
ENSMUSG00000056204,Pgpep1,ENSMFAG00000009200,PGPEP1,ortholog_one2one,1.0
ENSMUSG00000043719,Col6a6,ENSMFAG00000034470,COL6A6,ortholog_one2one,1.0
ENSMUSG00000022997,Wnt1,ENSMFAG00000034644,WNT1,ortholog_one2one,1.0
ENSMUSG00000075267,Pjvk,ENSMFAG00000001249,PJVK,ortholog_one2one,1.0
ENSMUSG00000059213,Ddn,ENSMFAG00000025897,DDN,ortholog_one2one,1.0
ENSMUSG00000055128,Cgrrf1,ENSMFAG00000043781,CGRRF1,ortholog_one2one,1.0
ENSMUSG00000067713,Prkag1,ENSMFAG00000040023,PRKAG1,ortholog_one2one,1.0
ENSMUSG00000031848,Lsm4,ENSMFAG00000031194,LSM4,ortholog_one2one,1.0
ENSMUSG00000002732,Fkbp7,ENSMFAG00000034329,FKBP7,ortholog_one2one,1.0
ENSMUSG00000038181,Chpf2,ENSMFAG00000045967,CHPF2,ortholog_one2one,1.0
ENSMUSG00000026571,Dcaf6,ENSMFAG00000043317,DCAF6,ortholog_one2one,1.0
ENSMUSG00000002733,Plekha3,ENSMFAG00000031192,PLEKHA3,ortholog_one2one,1.0
ENSMUSG00000015804,Med28,ENSMFAG00000058102,MED28,ortholog_one2one,1.0
ENSMUSG00000026854,Usp20,ENSMFAG00000001850,USP20,ortholog_one2one,1.0
ENSMUSG00000031842,Pde4c,ENSMFAG00000041375,PDE4C,ortholog_one2one,1.0
ENSMUSG00000035413,Tmem98,ENSMFAG00000000693,TMEM98,ortholog_one2one,1.0
